교육청,소재구,학교명,홈페이지 주소,설립,우편번호,주소,전화번호,1학년 학급수,2학년 학급수,3학년 학급수,4학년 학급수,5학년 학급수,6학년 학급수,복식 학급수,특수 학급수,1학년 학생수 계,1학년 여학생 수,2학년 학생수 계,2학년 여학생 수,3학년 학생수 계,3학년 여학생 수,4학년 학생수 계,4학년 여학생 수,5학년 학생수 계,5학년 여학생 수,6학년 학생수 계,6학년 여학생 수,복식 학급 학생수 계,복식 학급 여학생수,특수 학급 학생수 계,특수 학급 여학생수,학급당 평균 학생수,교원수 계,여교원수 계,정규 교원수 계,정규 여교원수,기간제 교원수 계,기간제 여교원수,직원수,여직원수,보통 교실 수,비고
강동송파,강동구,서울둔촌초등학교,www.dunchon.es.kr,공립,134-819,서울특별시 강동구 양재대로88길 27  둔촌초등학교 (둔촌동둔촌초등학교),02-475-4879,4,3,4,6,5,5,0,1,108,48,77,43,107,54,131,54,117,51,127,58,0,0,3,1,23.9,49,42,49,42,0,0,5,3,27,
강동송파,송파구,서울마천초등학교,http://www.smacheon.es.kr,공립,138-820,서울특별시 송파구 마천로61다길 24 (마천동마천초등학교),02-400-6773,7,7,7,7,8,8,0,2,210,113,181,80,181,91,191,103,195,92,209,106,0,0,13,4,25.7,73,65,72,64,1,1,6,3,45,
강동송파,강동구,서울명덕초등학교,http://www.myungduk.es.kr,공립,134-805,서울특별시 강동구 양재대로156길 11 (고덕동서울명덕초등학교),02-441-2155,7,7,5,7,7,7,0,1,222,101,197,97,153,86,189,100,180,77,198,100,0,0,7,3,28,61,51,61,51,0,0,5,3,41,
강동송파,강동구,서울명원초등학교,http://www.myongwon.es.kr,공립,134-825,서울특별시 강동구 명일로 364  명원초등학교 (명일동서울명원초등학교),02-428-2433,5,4,5,5,5,5,0,1,135,66,125,50,130,63,152,64,137,66,142,63,0,0,6,1,27.6,45,36,45,36,0,0,5,3,29,
강동송파,강동구,서울명일초등학교,http://www.myeongil.es.kr,공립,134-854,서울특별시 강동구 고덕로38길 8  서울명일초등학교 (암사동서울명일초등학교),02-441-5313,8,8,7,7,8,7,0,2,192,81,212,96,181,78,180,105,206,94,184,94,0,0,15,9,24.9,71,63,68,61,3,2,6,3,49,
강동송파,강동구,서울묘곡초등학교,www.myogok.es.kr,공립,134-805,서울특별시 강동구 동남로79길 46 (고덕동서울묘곡초등학교),02-427-9305,5,5,6,6,5,5,0,1,132,43,114,49,144,70,138,66,129,75,118,50,0,0,5,2,23.6,57,52,55,50,2,2,5,3,33,
강동송파,송파구,서울문덕초등학교,http://www.moondeok.es.kr,공립,138-200,서울특별시 송파구 송이로34길 60 (문정동서울문덕초등학교),02-409-9817,5,4,4,4,4,4,0,1,108,58,82,34,85,38,105,56,99,46,93,47,0,0,7,0,22.3,41,36,40,35,1,1,5,3,25,
강동송파,송파구,서울문정초등학교,http://www.moonjung.es.kr,공립,138-824,서울특별시 송파구 문정로5길 20  서울문정초등학교 (문정동서울문정초등학교),02-404-7851,7,8,7,7,7,8,0,2,183,96,198,93,166,79,178,82,188,99,194,92,0,0,12,4,24.3,72,64,69,61,3,3,6,3,46,
강동송파,송파구,서울문현초등학교,http://s-mh.es.kr,공립,138-962,서울특별시 송파구 충민로 137 (서울문현초등학교),02-402-9170,7,7,7,7,7,7,0,1,201,102,202,96,191,99,190,98,194,93,174,81,0,0,8,3,27,70,60,70,60,0,0,5,3,43,
강동송파,송파구,서울방산초등학교,www.sbangsan.es.kr,공립,138-836,서울특별시 송파구 오금로27길 42 (방이동방산초등학교),02-420-5221,5,5,4,5,6,6,0,0,116,58,113,56,91,46,115,62,143,56,157,71,0,0,0,0,23.7,51,46,51,46,0,0,5,3,31,
강동송파,송파구,서울방이초등학교,http://www.bangi.es.kr,공립,138-833,서울특별시 송파구 위례성대로10길 4 서울방이초등학교,02-420-8477,5,5,5,5,6,6,0,2,134,61,113,54,126,54,132,62,138,61,129,62,0,0,8,2,22.9,47,39,46,38,1,1,5,2,40,
강동송파,송파구,서울버들초등학교,http://seoulbeodle.es.kr,공립,138-915,서울특별시 송파구 석촌호수로 81 (잠실동버들초등학교),02-2203-6412,6,5,5,5,5,4,0,0,184,82,154,67,145,64,143,73,151,75,130,68,0,0,0,0,30.2,49,44,48,43,1,1,4,3,30,
강동송파,송파구,서울삼전초등학교,samjeon.es.kr,공립,138-838,서울특별시 송파구 백제고분로28길 19 (삼전동서울삼전초등학교),02-415-8701,7,7,7,7,8,8,0,2,190,87,166,82,160,76,181,101,204,93,189,89,0,0,8,6,23.9,74,69,72,67,2,2,6,3,46,
강동송파,강동구,서울상일초등학교,http://www.seoulsangil.es.kr,공립,134-838,서울시 강동구 천호대로  1477,02-428-0348,1,2,2,2,3,3,0,1,21,11,32,16,38,19,33,22,53,21,55,29,0,0,2,0,16.7,26,23,26,23,0,0,4,1,20,
강동송파,송파구,서울석촌초등학교,http://seokchon.es.kr/,공립,138-846,서울특별시 송파구 가락로11길 26 (석촌동석촌초등학교),02-416-4075,8,9,8,8,8,8,0,0,224,118,220,105,203,99,210,116,214,112,204,91,0,0,0,0,26,78,73,78,73,0,0,6,2,49,
강동송파,강동구,서울선린초등학교,http://www.sunrin.es.kr,공립,134-818,서울특별시 강동구 진황도로61길 29 (둔촌동선린초등학교),02-471-9800,5,4,3,4,4,6,0,0,120,56,96,49,83,34,106,50,92,54,119,42,0,0,0,0,23.7,41,36,40,35,1,1,5,2,31,
강동송파,강동구,서울선사초등학교,http://sunsa.es.kr,공립,134-876,서울특별시 강동구 올림픽로 837 (암사동서울선사초등학교),02-441-3492,8,8,7,7,8,8,0,0,207,108,216,112,182,89,184,87,201,100,204,89,0,0,0,0,26,73,64,72,64,1,0,6,3,55,
강동송파,강동구,서울성내초등학교,http://www.soungnae.es.kr/,공립,134-851,서울특별시 강동구 성내로3길 19 (성내동서울성내초등학교),02-475-1334,7,8,8,7,7,7,0,2,179,82,204,102,193,92,181,82,180,88,176,82,0,0,7,0,24.3,69,62,69,62,0,0,6,3,46,
강동송파,강동구,서울성일초등학교,www.seongil.es.kr,공립,134-850,서울특별시 강동구 성내로15길 33 (성내동서울성일초등학교),02-475-4641,7,6,6,7,9,8,0,2,195,90,149,72,153,72,179,91,222,126,203,99,0,0,4,2,24.6,64,54,61,51,3,3,6,3,48,
강동송파,송파구,서울세륜초등학교,http://www.seryun.es.kr,공립,138-829,서울특별시 송파구 양재대로 1264 (방이동세륜초등학교),02-443-9561,5,4,4,5,5,7,0,0,110,50,97,51,97,44,112,45,126,57,143,64,0,0,0,0,22.8,49,42,48,41,1,1,5,3,30,
강동송파,송파구,서울송례초등학교,http://www.sree.es.kr,공립,138-871,서울특별시 송파구 위례순환로 439 (장지동),02-2144-3802,7,6,5,5,5,4,0,1,200,93,148,75,125,67,113,48,106,57,92,45,0,0,4,1,23.9,45,38,45,38,0,0,5,1,48,신설
강동송파,송파구,서울송전초등학교,http://ssj.es.kr,공립,138-915,서울특별시 송파구 석촌호수로 159 (잠실동서울송전초등학교),02-420-6124,5,5,5,5,5,5,0,0,149,70,154,71,144,67,138,61,160,90,142,74,0,0,0,0,29.6,51,47,51,47,0,0,5,4,33,
강동송파,송파구,서울송파초등학교,http://www.songpa.es.kr,공립,138-851,서울특별시 송파구 백제고분로 400  서울송파초등학교 (송파동송파초등학교),02-414-0644,6,6,6,7,6,7,0,0,163,93,140,76,151,74,158,75,153,69,184,96,0,0,0,0,25,59,54,58,53,1,1,5,3,38,
강동송파,송파구,서울신가초등학교,http://www.sinka.es.kr,공립,138-801,서울특별시 송파구 송이로 75 (가락동서울신가초등학교),02-401-4677,6,6,5,7,7,7,0,0,149,69,137,74,126,54,173,76,168,86,163,73,0,0,0,0,24.1,60,54,60,54,0,0,4,3,39,
강동송파,강동구,서울신명초등학교,http://www.shinmyung.es.kr,공립,134-808,서울특별시 강동구 명일로24길 33 (길동서울신명초등학교),02-489-4074,5,5,5,5,6,6,0,1,138,74,113,47,117,49,132,58,141,63,134,64,0,0,2,0,23.5,54,47,52,45,2,2,5,3,35,
강동송파,강동구,서울신암초등학교,http://www.shinam.es.kr,공립,134-877,서울특별시 강동구 올림픽로93길 33-16  서울 신암초등학교 (암사동신암초등학교),02-3427-0351,6,6,6,6,6,6,0,2,160,81,144,72,150,67,138,72,159,82,131,60,0,0,9,1,23.4,53,47,53,47,0,0,6,3,38,
강동송파,송파구,서울신천초등학교,http://www.sh.es.kr,공립,138-916,서울특별시 송파구 올림픽로 215  서울신천초등학교 (잠실동잠실주공아파트5단지),02-422-0289,4,4,4,4,4,4,3,2,95,50,83,36,91,49,77,43,108,46,103,46,18,2,17,3,20.4,51,43,49,41,2,2,5,4,31,
강동송파,송파구,서울아주초등학교,www.aju.es.kr,공립,138-892,서울특별시 송파구 올림픽로4길 59 (잠실동아주초등학교),02-416-8388,4,4,4,5,5,6,0,0,92,40,100,54,97,51,107,51,121,50,126,65,0,0,0,0,23,46,41,45,40,1,1,7,5,28,
강동송파,송파구,서울영풍초등학교,http://www.youngpung.es.kr,공립,138-813,서울특별시 송파구 오금로57길 15 (거여동영풍초등학교),02-407-2252,6,5,5,6,6,6,0,2,152,71,126,58,122,54,162,81,147,71,141,75,0,0,8,4,23.8,59,49,59,49,0,0,5,3,36,
강동송파,송파구,서울오금초등학교,http://www.ogum.es.kr,공립,138-855,서울특별시 송파구 위례성대로22길 11 (오금동오금초등학교),02-449-9903,4,5,4,4,5,5,0,0,92,39,115,55,102,46,92,53,134,70,132,70,0,0,0,0,24.7,42,34,41,33,1,1,5,3,27,
강동송파,송파구,서울오륜초등학교,http://www.oryun.es.kr,공립,138-829,서울특별시 송파구 양재대로 1196  서울오륜초등학교 (방이동오륜초등학교),02-403-8823,4,4,3,3,5,4,0,0,104,49,102,52,81,33,85,37,116,63,97,42,0,0,0,0,25.4,41,36,41,36,0,0,7,4,23,
강동송파,강동구,서울위례초등학교,http://www.wirye.es.kr,공립,134-819,서울특별시 강동구 명일로 23  위례초등학교 (둔촌동위례초등학교),02-489-0061,3,4,3,4,5,5,0,0,72,41,87,39,76,31,91,54,112,44,124,50,0,0,0,0,23.4,39,32,39,32,0,0,5,3,24,
강동송파,송파구,서울잠동초등학교,http://jamdong.es.kr,공립,138-240,서울특별시 송파구 올림픽로35길 122 (신천동잠동초등학교),02-419-5464,5,4,5,6,6,7,0,0,130,65,106,46,119,55,143,76,156,81,167,74,0,0,0,0,24.9,51,48,50,47,1,1,4,2,37,
강동송파,송파구,서울잠신초등학교,www.jamshin.es.kr,공립,138-911,서울특별시 송파구 잠실로 32 (잠실동서울잠신초등학교),02-412-3286,7,8,7,9,9,10,0,0,241,113,263,122,226,104,297,145,283,143,304,156,0,0,0,0,32.3,78,69,78,69,0,0,8,6,50,
강동송파,송파구,서울잠실초등학교,http://www.jamsil.es.kr,공립,138-240,서울특별시 송파구 올림픽로35길 20 서울잠실초등학교,02-3432-3571,7,7,6,6,6,6,0,1,223,113,215,105,166,90,193,94,180,78,178,88,0,0,6,3,29.8,54,50,54,50,0,0,5,2,40,
강동송파,송파구,서울잠일초등학교,http://jamil.es.kr,공립,138-908,서울특별시 송파구 백제고분로 19 (잠실동서울잠일초등학교),02-413-2853,9,9,9,9,9,11,0,1,320,151,271,126,307,159,311,152,269,130,328,154,0,0,7,3,31.8,80,74,79,73,1,1,5,3,60,
강동송파,송파구,서울잠전초등학교,http://jamjeon.es.kr,공립,138-863,서울특별시 송파구 올림픽로12길 51 (잠실동서울잠전초등학교),02-423-5625,6,5,4,5,6,5,0,0,139,62,110,61,106,49,124,58,153,66,131,60,0,0,0,0,24.6,50,46,50,46,0,0,4,3,31,
강동송파,송파구,서울잠현초등학교,http://jamhyun.es.kr,공립,138-240,서울특별시 송파구 올림픽로 37길 109 (신천동잠현초등학교),02-415-8105,6,6,4,5,5,4,0,0,149,78,154,64,113,65,142,59,117,45,87,46,0,0,0,0,25.4,49,43,46,41,3,2,6,4,30,
강동송파,송파구,서울중대초등학교,http://www.joongdae.es.kr,공립,138-854,서울특별시 송파구 송파대로36길 8 (송파동서울중대초등학교),02-422-7236,7,7,6,8,8,10,0,0,181,91,167,87,171,72,199,90,199,90,241,94,0,0,0,0,25.2,76,69,74,68,2,1,4,3,46,
강동송파,강동구,서울천동초등학교,www.scd.es.kr,공립,134-813,서울 강동구 성안로 200 (길동천동초등학교),02-483-4445,6,6,6,6,6,6,0,2,178,78,149,58,143,77,141,80,150,67,142,66,0,0,7,3,23.9,58,50,56,48,2,2,5,3,38,
강동송파,강동구,서울천일초등학교,http://www.chunil.es.kr,공립,134-865,서울특별시 강동구 구천면로 266 (천호동서울천일초등학교),02-472-8700,3,3,3,4,3,4,0,1,73,32,71,33,69,36,85,46,74,28,95,44,0,0,6,0,22.5,32,29,32,29,0,0,5,2,21,
강동송파,강동구,서울천호초등학교,www.chunho.es.kr,공립,134-866,서울특별시 강동구 구천면로 310-11 (천호동서울천호초등학교),02-470-9771,6,6,6,7,8,8,0,2,146,71,144,73,142,71,173,88,184,97,204,92,0,0,9,4,23.3,66,59,64,57,2,2,6,3,46,
강동송파,송파구,서울토성초등학교,stosung.es.kr,공립,138-874,서울특별시 송파구 풍성로20길 44 (풍납동토성초등학교),02-475-5036,7,6,6,6,6,6,0,1,159,73,165,81,148,83,156,70,160,88,144,73,0,0,9,3,24.8,60,53,57,52,3,1,5,2,38,
북부,노원구,서울녹천초등학교,http://nokcheon.es.kr,공립,139-842,서울특별시 노원구 마들로3길 34 (월계동서울녹천초등학교),02-977-0670,3,4,3,3,3,4,0,0,81,41,85,35,72,28,81,37,76,47,73,39,0,0,0,0,23.4,30,23,30,23,0,0,5,3,20,
북부,도봉구,서울누원초등학교,http://www.nuwon.es.kr,공립,132-800,서울특별시 도봉구 마들로 859-44 (도봉동서울누원초등학교),02-955-5162,9,7,7,7,7,6,0,1,227,113,177,79,151,82,177,90,165,74,149,74,0,0,7,5,23.9,61,48,59,46,2,2,5,2,43,
북부,노원구,서울당현초등학교,http://danghyeon.es.kr,공립,139-830,서울특별시 노원구 동일로213길 52  서울당현초등학교 (상계동당현초등학교),02-932-0605,6,6,4,6,5,6,2,1,133,66,139,69,103,54,153,68,115,54,125,64,9,2,2,0,21.6,54,46,53,46,1,0,5,3,40,
북부,노원구,서울덕암초등학교,http://deokam.es.kr/,공립,139-200,서울특별시 노원구 덕릉로112길 68 (상계동서울덕암초등학교),02-3392-0058,5,5,5,6,8,7,0,0,122,58,113,49,111,61,146,66,182,90,169,83,0,0,0,0,23.4,56,43,54,41,2,2,5,2,38,
북부,도봉구,서울도봉초등학교,http://www.dobong.es.kr,공립,132-808,서울특별시 도봉구 도봉로173길 96 (도봉동도봉초등학교),02-3494-5101,4,3,3,4,3,4,0,1,81,37,63,30,65,29,79,33,74,32,97,50,0,0,6,1,21.1,36,25,36,25,0,0,5,2,24,
북부,노원구,서울동일초등학교,http://www.dongil.es.kr/,공립,139-200,서울특별시 노원구 한글비석로 566 (상계동동일초등학교),02-935-8225,6,6,7,7,6,6,0,0,154,75,151,79,165,84,175,94,153,79,160,77,0,0,0,0,25.2,58,47,57,46,1,1,7,4,43,
북부,도봉구,서울방학초등학교,http://banghakcho.es.kr,공립,132-829,서울특별시 도봉구 도당로9길 34 (방학동방학초등학교),02-3492-2226,5,5,5,6,5,5,0,2,133,64,112,47,110,51,132,61,118,63,124,59,0,0,10,6,22.4,49,40,48,39,1,1,6,2,33,
북부,도봉구,서울백운초등학교,http://www.s-baegun.es.kr,공립,132-885,서울특별시 도봉구 삼양로146길 17 (쌍문동백운초등학교),02-993-5727,6,6,7,7,7,8,0,2,158,79,146,78,160,68,172,88,175,84,207,96,0,0,10,1,23.9,61,50,60,50,1,0,6,3,45,
북부,노원구,서울불암초등학교,http://www.bulam.es.kr,공립,139-861,서울특별시 노원구 중계로 178 (중계동불암초등학교),02-932-5581,5,6,6,8,8,10,0,0,139,64,156,78,152,68,211,113,228,119,236,121,0,0,0,0,26.1,63,54,62,53,1,1,5,3,43,
북부,노원구,서울상경초등학교,http://sanggyeong.es.kr,공립,139-906,서울특별시 노원구 수락산로 237 (상계동상경초등학교),02-937-3147,7,5,6,5,7,6,0,1,161,86,116,51,138,66,121,54,159,85,152,63,0,0,7,3,23.1,55,39,52,37,3,2,7,3,44,
북부,노원구,서울상계초등학교,http://www.sanggye.es.kr,공립,139-818,서울특별시 노원구 상계로9길 39 (상계동상계초등학교),02-939-6811,3,3,3,3,3,3,0,2,59,28,59,31,49,24,54,22,57,30,79,31,0,0,8,1,18.3,34,25,34,25,0,0,6,3,20,
북부,노원구,서울상곡초등학교,http://www.sanggok.es.kr,공립,139-825,서울 노원구 노원로38길 34 (상계동상곡초등학교),02-935-9205,4,4,5,4,5,5,0,0,99,48,100,49,112,59,102,46,122,59,116,51,0,0,0,0,24.1,41,36,40,35,1,1,5,3,27,
북부,노원구,서울상수초등학교,http://www.sangsoo.es.kr,공립,139-943,서울특별시 노원구 동일로216길  66(상계67동),02-932-1442,8,7,7,8,8,7,0,0,205,94,169,84,175,81,207,101,210,109,174,87,0,0,0,0,25.3,67,59,67,59,0,0,6,3,45,
북부,노원구,서울상원초등학교,http://www.sangwon.es.kr,공립,139-200,서울특별시 노원구 한글비석로54길 119 (상계동상원초등학교),02-938-7974,5,5,6,6,5,6,0,0,117,57,123,66,130,65,145,71,118,59,122,65,0,0,0,0,22.9,47,39,46,38,1,1,5,3,33,
북부,노원구,서울상월초등학교,http://sangwol.es.kr/,공립,139-827,서울특별시 노원구 동일로221길 27 (상계동상월초등학교),02-939-7368,3,2,3,3,3,3,0,1,55,25,40,15,52,25,52,22,60,28,70,37,0,0,5,2,18.6,32,27,32,27,0,0,5,3,18,
북부,노원구,서울상천초등학교,http://www.sangchun.es.kr,공립,139-831,서울특별시 노원구 덕릉로 443 (상계동상천초등학교),02-938-0204,2,2,3,3,3,3,0,2,43,18,50,23,61,31,51,24,54,17,60,23,0,0,4,2,17.9,28,22,27,21,1,1,5,2,18,
북부,노원구,서울선곡초등학교,http://www.sungok.es.kr,공립,139-846,서울특별시 노원구 광운로2길 1 (월계동선곡초등학교),02-918-6458,7,6,7,6,7,7,0,2,174,79,165,80,163,83,149,71,155,61,179,79,0,0,8,3,23.6,65,53,64,52,1,1,6,4,42,
북부,노원구,서울수락초등학교,http://www.surak.es.kr,공립,139-838,서울특별시 노원구 동일로 1745 (상계동서울수락초등학교),02-939-0076,6,6,5,6,6,6,0,2,146,72,128,69,124,57,130,58,159,79,152,74,0,0,16,6,23.1,51,39,49,37,2,2,6,4,41,
북부,노원구,서울수암초등학교,http://www.suam.es.kr,공립,139-220,서울특별시 노원구 중계로12길 9 (중계동수암초등학교),02-3392-4277,3,4,4,5,7,5,0,2,72,40,80,46,97,40,115,55,163,78,117,55,0,0,10,1,21.8,46,38,46,38,0,0,5,3,35,
북부,도봉구,서울숭미초등학교,http://www.sungmi.es.kr,공립,132-878,서울특별시 도봉구 노해로 179 (쌍문동숭미초등학교),02-904-9552,7,7,6,7,7,7,0,2,161,86,169,80,154,72,168,91,169,96,187,98,0,0,7,2,23.6,69,56,67,54,2,2,4,3,43,
북부,노원구,서울신계초등학교,www.singye.es.kr/,공립,139-848,서울특별시 노원구 초안산로 29 (월계동신계초등학교),02-902-0009,4,3,3,3,3,4,0,2,101,50,74,34,58,27,76,32,76,40,85,39,0,0,6,2,21.6,40,32,39,31,1,1,5,3,30,
북부,도봉구,서울신방학초등학교,http://www.sbh.es.kr,공립,132-830,서울특별시 도봉구 시루봉로 173 (방학동신방학초등학교),02-956-6508,3,4,4,5,5,4,0,0,74,42,94,46,84,40,116,57,136,66,102,43,0,0,0,0,24.2,41,32,41,32,0,0,4,2,25,
북부,노원구,서울신상계초등학교,http://www.sinsanggye.es.kr,공립,139-811,서울특별시 노원구 상계로 267 (상계동신상계초등학교),02-935-7095,4,4,4,4,5,5,0,3,89,38,80,39,98,40,91,40,126,57,110,58,0,0,16,6,21,49,39,41,31,8,8,5,2,31,
북부,도봉구,서울신창초등학교,http://www.shinchang.es.kr,공립,132-916,서울특별시 도봉구 덕릉로60길 93 (창동신창초등학교),02-906-7182,3,3,2,3,3,4,0,0,52,20,59,27,46,18,68,29,75,40,88,43,0,0,0,0,21.6,33,27,31,25,2,2,5,1,19,
북부,도봉구,서울신학초등학교,http://www.seoulsinhak.es.kr,공립,132-020,서울특별시 도봉구 방학로 247-21 (방학동서울신학초등학교),02-956-2802,5,4,4,5,4,5,0,2,101,47,102,50,95,42,112,52,87,42,115,52,0,0,12,3,21.5,42,32,40,30,2,2,5,3,30,
북부,도봉구,서울신화초등학교,http://www.sinhwa.es.kr,공립,132-916,서울특별시 도봉구 우이천로 120 (창동신화초등학교),02-992-9031,4,4,4,4,5,4,0,2,105,50,91,42,82,39,85,42,127,65,96,44,0,0,7,1,22,39,34,38,33,1,1,5,3,31,
북부,도봉구,서울쌍문초등학교,http://www.ssangmun.es.kr,공립,132-882,서울특별시 도봉구 우이천로 360 서울쌍문초등학교 (쌍문동쌍문초등학교),02-992-5672,6,6,5,5,6,6,0,2,136,67,136,68,116,66,131,57,150,66,132,48,0,0,10,3,22.5,52,43,51,42,1,1,5,2,40,
강동송파,송파구,서울평화초등학교,http://www.pyunghwa.es.kr,공립,138-160,서울특별시 송파구 송파대로26길 22 (가락동평화초등학교),02-443-2748,3,3,2,2,3,3,0,1,58,30,52,24,40,12,44,22,67,29,64,33,0,0,5,1,19.4,32,27,32,27,0,0,5,2,21,
강동송파,송파구,서울풍납초등학교,http://www.poongnap.es.kr,공립,138-873,서울특별시 송파구 풍성로 43 (풍납동풍납초등학교),02-477-8151,6,4,6,6,6,6,0,2,138,61,106,56,136,64,136,77,136,73,135,63,0,0,9,2,22.1,61,59,61,59,0,0,5,3,36,
강동송파,송파구,서울풍성초등학교,http://www.poongsung.es.kr,공립,138-878,서울특별시 송파구 강동대로2길 13 (풍납동풍성초등학교),02-485-9957,3,3,3,3,2,3,0,1,55,22,56,28,61,28,69,23,50,22,57,23,0,0,2,1,19.4,32,29,31,28,1,1,4,2,17,
강동송파,강동구,서울한산초등학교,http://www.hansan.es.kr,공립,134-818,서울특별시 강동구 풍성로 261 (둔촌동한산초등학교),02-475-5762,6,6,5,7,7,6,0,1,162,73,147,62,134,61,174,82,184,86,147,76,0,0,8,4,25.2,58,53,58,53,0,0,6,4,38,
강서,강서구,서울가곡초등학교,http://www.ga-gok.es.kr,공립,157-280,서울특별시 강서구 공항대로36길 74 (내발산동가곡초등학교),02-2661-5995,6,5,4,4,5,6,0,0,170,81,142,79,112,56,128,62,149,75,161,77,0,0,0,0,28.7,42,36,42,36,0,0,6,4,30,
강서,강서구,서울가양초등학교,http://www.kayang.es.kr,공립,157-809,서울 강서구 허준로 186  (가양동가양초등학교),02-2668-2102,3,3,3,3,4,3,0,0,79,35,58,30,67,31,71,33,80,35,66,35,0,0,0,0,22.2,33,27,33,27,0,0,5,4,19,
강서,양천구,서울갈산초등학교,http://www.galsan1.es.kr,공립,158-887,서울특별시 양천구 목동로 31 (신정동서울갈산초등학교),02-2649-7232,6,5,6,7,8,7,0,0,149,69,122,63,137,58,174,80,201,97,192,87,0,0,0,0,25,59,54,59,54,0,0,5,3,39,
강서,양천구,서울강서초등학교,http://www.kangseo.es.kr,공립,158-833,서울특별시 양천구 오목로 31 (신월동서울강서초등학교),02-2604-9763,10,7,7,7,7,7,0,2,286,137,200,103,191,94,196,102,180,89,191,85,0,0,8,4,26.6,72,65,72,65,0,0,6,2,47,
강서,양천구,서울강신초등학교,http://www.kangsin.es.kr/,공립,158-822,서울특별시 양천구 월정로 280  서울강신초등학교 (신월동서울강신초등학교),02-2697-3035,6,7,6,6,6,7,0,0,159,80,167,89,156,74,162,74,158,70,172,78,0,0,0,0,25.6,53,45,52,44,1,1,6,4,42,
강서,양천구,서울강월초등학교,http://gangwol.es.kr,공립,158-847,서울특별시 양천구 신월로 97 (신월동서울강월초등학교),02-2605-0501,6,6,6,6,7,7,0,1,155,76,151,82,154,67,156,74,177,86,165,90,0,0,5,3,24.7,58,50,57,49,1,1,5,1,50,
강서,강서구,서울개화초등학교,http://www.gaehwa.es.kr,공립,157-849,서울특별시 강서구 양천로 11 (방화동개화초등학교),02-2662-0492,2,2,2,2,2,2,0,2,36,16,36,17,28,12,30,14,39,22,36,15,0,0,13,6,15.6,24,18,24,18,0,0,4,3,15,
강서,양천구,서울경인초등학교,http://www.kyongin.es.kr,공립,158-879,서울특별시 양천구 안양천로 1009 (목동서울경인초등학교),02-2647-2568,4,5,5,7,7,7,0,0,110,48,140,58,141,60,204,91,196,82,195,89,0,0,0,0,28.2,53,45,53,45,0,0,5,2,35,
강서,양천구,서울계남초등학교,http://www.gyenam.es.kr/,공립,158-070,서울특별시 양천구 목동동로2길 54 서울계남초등학교 (신정동서울계남초등학교),02-2645-8754,6,6,6,7,7,8,0,1,163,69,156,70,133,58,170,73,170,84,193,78,0,0,6,2,24.2,60,54,59,53,1,1,6,3,43,
강서,강서구,서울공진초등학교,http://www.kongjin.es.kr,공립,157-807,서울특별시 강서구 양천로55길 22 (가양동공진초등학교),02-2668-1502,1,1,2,2,2,2,0,2,16,8,14,8,23,8,22,9,21,7,24,12,0,0,5,2,10.4,24,21,23,20,1,1,4,3,12,
강서,강서구,서울공항초등학교,http://www.konghang.es.kr,공립,157-811,서울특별시 강서구 공항대로 91 (공항동공항초등학교),02-2664-1176,3,2,2,2,2,2,0,2,40,21,25,14,27,14,23,10,30,10,24,10,0,0,5,4,11.6,26,19,26,19,0,0,5,3,16,
강서,양천구,서울남명초등학교,http://www.nammyeong.es.kr,공립,158-070,서울특별시 양천구 중앙로23길 3 (신정동서울남명초등학교),02-2607-5092,3,3,3,3,3,3,0,1,62,24,73,34,57,32,61,25,66,27,61,31,0,0,3,1,20.2,30,26,30,26,0,0,6,4,24,
강서,강서구,서울내발산초등학교,http://www.nbs.es.kr,공립,157-703,서울특별시 강서구 강서로46길 23  내발산707 (내발산동내발산초등학교),02-3662-7565,7,8,7,8,9,9,0,2,238,122,248,108,215,112,256,127,275,147,283,138,0,0,8,4,30.5,73,64,72,63,1,1,8,5,48,
강서,강서구,서울등마초등학교,http://www.dma.es.kr,공립,157-030,서울특별시 강서구 등촌로35길 12 (등촌동서울등마초등학교),02-2642-0232,6,6,6,6,6,6,0,2,179,80,152,70,161,82,166,73,157,74,177,81,0,0,15,6,26.5,56,51,55,51,1,0,6,5,38,
강서,강서구,서울등명초등학교,http://www.dungmyong.es.kr,공립,157-930,서울특별시 강서구 강서로56나길 34 (등촌동등명초등학교),02-2658-3693,2,2,2,2,2,2,0,2,27,15,35,16,24,15,40,19,29,16,37,17,0,0,5,3,14.1,26,20,26,20,0,0,3,2,18,
강서,강서구,서울등서초등학교,http://www.deungseo.es.kr,공립,157-928,서울특별시 강서구 화곡로58길 86 (화곡동등서초등학교),02-2695-4555,4,4,3,3,3,4,0,0,85,41,86,45,80,44,84,41,77,35,77,32,0,0,0,0,23.3,35,28,35,28,0,0,6,4,21,
강서,강서구,서울등양초등학교,http://www.dungyang.es.kr,공립,157-930,서울특별시 강서구 강서로56나길 140  등양초등학교 (등촌동등양초등학교),02-2658-0072,2,2,3,3,3,3,0,1,37,17,40,22,53,27,68,30,73,38,72,35,0,0,2,2,20.3,31,25,31,25,0,0,6,3,19,
강서,강서구,서울등원초등학교,http://www.deungwon.es.kr,공립,157-930,서울특별시 강서구 화곡로65길 90 (등촌동등원초등학교),02-2658-2233,2,2,2,3,3,4,0,2,32,19,50,25,33,13,67,32,60,27,71,29,0,0,7,1,17.8,33,30,33,30,0,0,5,3,18,
